y_win,p_ioc,p_hand,o_ioc,o_hand,p_ht,p_age,p_rank,o_ht,o_age,o_rank,p_set_1,o_set_1,p_ace,p_df,p_svpt,p_1stWon,p_2ndWon,p_bpFaced,o_ace,o_df,o_svpt,o_1stWon,o_2ndWon,o_bpFaced
W,UKR,R,BUL,R,174,23,6,180,30,77,3,6,0,2,24,10,4,2,1,0,27,9,4,3
W,POL,R,CRO,R,170,25,94,175,19,30,6,0,1,1,25,12,3,1,2,2,27,9,3,3
W,LAT,U,CAN,R,170,27,19,178,23,57,6,3,1,1,24,10,5,2,1,2,23,4,3,5
W,CRO,R,USA,R,181,26,290,178,22,13,3,6,0,1,23,10,4,2,1,1,29,12,3,5
W,RUS,R,USA,L,176,31,15,180,31,68,4,6,1,1,30,13,6,3,1,1,27,12,3,2
W,ESP,R,ROU,R,162,29,23,176,27,64,7,5,0,0,36,15,7,5,1,1,36,11,7,4
W,RUS,R,CZE,L,170,20,28,173,18,96,7,6,0,1,36,18,3,4,2,2,34,14,4,3
W,ROU,R,GER,R,168,26,4,173,30,102,6,4,1,1,33,17,3,4,1,2,34,13,5,5
W,TPE,R,USA,L,169,31,109,170,21,121,6,0,1,0,28,11,4,2,0,1,25,9,2,5
W,FRA,R,FRA,R,178,24,27,178,23,260,7,5,2,1,35,15,8,2,2,4,43,15,9,5
W,FRA,R,CZE,R,173,27,43,164,31,21,6,4,0,3,35,13,7,6,0,1,28,7,5,5
W,POL,R,BEL,R,170,28,10,178,23,113,6,7,0,0,30,15,5,2,1,1,33,10,9,3
W,PAR,R,RUS,R,163,25,97,177,26,17,7,6,1,1,38,15,4,7,1,0,31,13,4,3
W,COL,R,SVK,R,170,28,115,180,29,192,1,6,0,2,34,13,5,5,1,2,34,11,7,4
W,GER,R,FRA,R,175,22,73,175,31,81,6,4,0,1,38,19,4,5,1,2,46,14,11,5
W,CZE,R,RUS,U,184,25,3,173,23,86,6,2,2,0,27,12,7,1,2,2,30,11,6,2
W,LAT,R,UKR,R,178,20,47,174,28,42,6,1,1,3,25,6,7,3,0,1,30,8,3,7
W,AUS,R,USA,R,172,33,22,168,32,117,6,2,2,0,23,8,5,2,1,4,28,8,2,6
W,DEN,R,USA,R,177,27,12,170,18,48,6,2,2,1,27,11,4,2,0,1,27,9,5,3
W,RUS,R,CHN,R,174,32,9,178,28,34,7,6,0,1,43,20,5,4,0,0,39,18,5,3
W,ESP,R,KAZ,R,182,24,5,163,22,29,7,5,1,1,34,16,4,5,0,1,28,9,4,4
W,FRA,R,USA,R,184,24,14,175,25,49,7,5,2,4,36,15,7,4,2,1,37,15,8,5
W,USA,R,BEL,U,185,37,11,178,22,60,6,3,1,1,21,10,4,1,1,1,27,6,6,7
W,SUI,R,TUN,R,170,28,31,168,23,114,6,2,0,1,24,11,5,1,1,2,31,6,9,7
W,UKR,R,POL,R,174,23,6,170,25,94,6,4,1,3,33,16,8,2,1,1,40,19,6,3
W,CRO,R,LAT,U,181,26,290,170,27,19,6,1,1,0,21,12,3,0,0,0,22,6,3,4
W,ESP,R,RUS,R,162,29,23,176,31,15,6,4,0,0,29,14,5,2,1,2,50,17,9,6
W,ROU,R,RUS,R,168,26,4,170,20,28,6,0,1,0,29,12,6,4,0,3,34,10,5,6
W,FRA,R,TPE,R,178,24,27,169,31,109,6,4,3,0,42,17,6,5,0,1,38,13,7,5
W,FRA,R,POL,R,173,27,43,170,28,10,6,2,0,3,27,11,4,3,0,1,25,5,3,6
W,PAR,R,COL,R,163,25,97,170,28,115,3,6,0,1,43,15,8,5,0,2,32,10,7,3
W,CZE,R,GER,R,184,25,3,175,22,73,7,5,2,2,27,11,6,3,1,1,29,10,3,4
W,LAT,R,AUS,R,178,20,47,172,33,22,2,6,1,2,29,11,6,3,1,1,28,10,5,2
W,DEN,R,RUS,R,177,27,12,174,32,9,6,1,0,1,28,13,4,2,0,1,25,8,4,3
W,FRA,R,ESP,R,184,24,14,182,24,5,6,1,1,5,29,10,6,4,0,1,26,9,4,4
W,SUI,R,USA,R,170,28,31,185,37,11,5,7,0,1,31,12,6,4,1,1,33,13,3,4
W,UKR,R,CRO,R,174,23,6,181,26,290,4,6,2,2,34,15,5,3,0,1,26,12,3,3
W,ROU,R,ESP,R,168,26,4,162,29,23,6,1,0,1,26,14,3,3,0,1,22,7,2,4
W,FRA,R,FRA,R,178,24,27,173,27,43,6,2,0,2,33,14,6,3,1,3,29,10,4,4
W,CZE,R,PAR,R,184,25,3,163,25,97,2,6,1,2,33,13,6,3,1,2,23,10,4,2
W,LAT,R,DEN,R,178,20,47,177,27,12,4,6,0,1,25,10,4,2,0,1,35,12,5,6
W,SUI,R,FRA,R,170,28,31,184,24,14,6,4,2,1,34,15,5,3,0,1,39,16,4,7
W,ROU,R,UKR,R,168,26,4,174,23,6,3,6,1,1,33,16,3,3,0,1,37,15,6,8
W,CZE,R,FRA,R,184,25,3,178,24,27,7,6,4,1,37,19,6,2,4,2,44,17,9,3
W,LAT,R,SUI,R,178,20,47,170,28,31,7,6,1,1,37,13,6,5,2,0,33,11,5,5
W,ROU,R,CZE,R,168,26,4,184,25,3,6,4,0,0,29,16,3,3,2,1,36,12,9,4
W,LAT,R,ROU,R,178,20,47,168,26,4,4,6,1,2,32,13,4,5,0,0,33,13,3,6
W,ROU,R,USA,R,168,27,1,175,28,83,2,6,0,0,24,9,5,2,0,1,22,6,3,4
W,USA,L,FRA,R,170,22,72,175,27,222,6,4,1,2,34,14,9,4,0,2,28,9,6,3
W,USA,R,SWE,R,168,33,202,174,30,59,6,4,2,1,33,14,10,3,0,2,31,15,5,3
W,GER,R,FRA,R,180,31,107,184,25,31,7,6,1,1,37,19,6,2,2,4,35,12,10,4
W,AUS,R,ROU,R,165,24,25,176,28,49,4,6,0,6,40,16,5,5,1,2,41,14,7,5
W,USA,L,RUS,R,173,23,73,176,32,44,6,3,3,1,28,14,7,3,2,2,24,9,4,3
W,GBR,R,FRA,R,170,26,80,183,22,139,6,3,5,2,30,14,7,4,1,4,21,6,3,3
W,BEL,U,USA,L,178,23,16,180,32,92,6,7,1,2,36,15,6,3,2,2,40,17,3,5
W,GER,L,GER,R,173,30,12,185,28,117,6,2,0,2,22,7,5,2,0,5,30,7,5,4
W,ROU,R,CZE,L,173,26,66,173,19,94,6,3,1,2,33,14,6,4,0,2,25,9,6,1
W,BLR,R,CZE,R,175,24,55,180,25,103,6,4,1,2,35,12,8,8,1,4,37,15,4,7
W,NED,R,BLR,U,182,26,22,183,20,48,6,2,2,3,27,10,9,3,0,3,31,11,4,7
W,CHN,R,SVK,R,178,29,27,163,28,260,6,0,3,2,35,17,4,3,0,2,31,11,3,5
W,ROU,R,SVK,R,181,28,40,175,24,77,6,4,1,2,42,16,7,6,0,2,46,17,8,6
W,CHN,R,SRB,R,173,32,41,163,25,47,6,3,2,1,35,12,11,6,1,1,31,13,5,4
W,FRA,R,CHN,R,178,25,7,185,29,111,6,1,3,2,26,11,7,5,1,1,17,2,2,5
W,ESP,R,RUS,R,182,25,3,174,33,43,7,6,1,1,36,16,8,3,3,3,49,19,7,7
W,FRA,U,GER,R,170,21,257,175,23,61,6,4,2,1,37,16,6,4,1,2,28,10,4,5
W,AUS,R,BEL,R,172,34,90,182,29,105,6,2,3,1,28,11,7,3,1,1,31,10,5,6
W,RUS,R,SLO,R,177,27,28,182,27,58,6,4,0,3,47,23,5,8,2,3,44,15,9,7
W,SVK,R,THA,R,180,30,18,168,25,100,6,3,3,0,27,9,8,2,0,1,28,9,3,6
W,SUI,R,ITA,R,175,21,71,168,22,161,3,6,0,2,41,17,4,6,1,1,41,16,4,6
W,UKR,R,SUI,R,174,29,39,170,28,99,4,6,0,1,30,14,3,5,1,0,30,9,5,5
W,USA,R,GER,R,185,26,15,168,30,358,6,4,3,6,36,13,7,6,1,2,30,12,4,3
W,GER,R,SVK,R,180,30,11,161,29,32,6,4,6,1,27,12,6,2,0,2,30,13,3,5
W,BEL,R,AUS,L,178,24,46,173,22,245,6,1,1,0,15,9,3,0,0,3,25,7,3,7
W,USA,R,CZE,L,175,37,451,183,26,70,7,6,7,4,47,21,8,4,8,2,34,15,7,2
W,AUS,R,RUS,U,165,22,17,185,21,79,6,3,2,3,26,10,9,3,1,1,27,10,4,5
W,RUS,R,NED,R,188,31,30,168,26,133,6,1,2,2,25,10,4,2,0,2,26,9,4,4
W,CRO,R,UKR,R,178,22,50,175,32,81,6,2,3,4,25,8,6,2,1,2,36,10,6,5
W,CZE,L,FRA,U,177,31,53,173,22,227,6,4,3,1,23,12,5,0,3,0,36,11,8,7
W,CZE,R,CZE,R,184,26,6,178,22,234,7,6,1,3,37,14,9,3,1,2,36,10,9,4
W,UKR,R,LAT,R,170,24,67,178,21,5,7,5,2,3,34,13,5,4,3,7,39,10,7,8
W,CZE,R,BLR,R,175,22,54,180,29,84,7,5,2,1,34,14,7,2,1,1,44,16,7,4
W,RUS,L,CHN,R,178,30,69,170,24,129,6,4,0,3,29,14,4,3,0,1,30,11,4,5
W,CZE,R,JPN,R,164,32,26,155,26,96,1,6,1,0,30,13,6,4,0,1,33,14,7,4
W,KAZ,R,GBR,R,163,23,98,180,27,21,6,4,2,2,28,14,6,3,2,3,30,12,5,5
W,USA,R,FRA,R,178,23,86,165,25,216,6,1,2,0,21,9,6,0,1,2,24,6,5,4
W,CRO,R,CHN,R,181,27,35,170,24,82,6,2,1,2,23,12,4,1,1,2,40,11,9,5
W,CHN,R,USA,R,173,26,85,185,38,9,6,4,1,1,31,13,8,2,2,2,40,15,7,6
W,USA,R,USA,R,178,23,13,163,23,76,6,3,1,0,25,11,4,3,1,1,25,8,3,4
W,USA,U,SUI,R,178,20,125,170,26,110,6,4,1,1,30,11,7,3,1,3,29,10,4,6
W,KAZ,R,POL,R,173,25,51,170,26,68,6,3,0,1,21,13,2,1,0,2,22,6,4,5
W,JPN,R,USA,U,180,21,20,170,20,95,6,2,5,2,31,13,6,3,1,2,25,8,4,4
W,ROU,L,USA,R,175,30,33,165,29,1275,6,3,2,2,28,12,5,3,0,2,35,11,6,6
W,SWE,R,TPE,R,173,23,97,169,32,45,6,4,2,2,32,15,4,3,1,2,32,11,5,6
W,SVK,R,ITA,R,180,20,87,166,38,266,7,6,2,2,40,13,12,3,0,3,38,15,8,4
W,UKR,R,AUS,R,174,24,4,180,25,69,7,5,1,1,35,13,8,3,2,3,35,13,6,6
W,CZE,L,PAR,R,183,28,8,163,26,89,3,6,2,2,28,13,7,1,0,1,28,11,7,1
W,ESP,R,HUN,R,166,26,91,179,25,37,7,6,1,0,30,14,8,2,2,2,39,14,7,3
W,ROU,R,USA,R,173,29,159,170,26,88,5,7,0,1,40,17,4,5,1,2,41,16,5,6
W,EST,R,USA,R,175,22,24,168,28,101,6,1,0,2,30,10,6,4,0,1,25,6,5,3
W,COL,R,LAT,U,170,29,112,170,28,19,4,6,1,0,27,13,4,4,0,1,27,9,4,4
W,ITA,R,USA,R,168,26,57,163,24,197,6,3,5,3,32,14,8,1,0,1,31,11,6,5
W,POL,R,RUS,U,170,20,136,173,24,102,6,3,1,2,33,12,6,4,2,3,31,11,5,5
W,USA,R,NED,L,170,25,10,180,27,106,6,2,0,0,18,10,5,0,0,2,23,8,1,4
W,RUS,R,EST,R,170,21,14,181,33,52,6,4,2,1,22,13,4,1,1,2,33,11,6,4
W,BEL,R,GER,R,165,32,65,173,31,64,7,6,1,1,43,19,8,5,2,0,38,13,7,5
W,GRE,R,LUX,R,173,23,38,180,33,286,7,6,2,1,49,18,10,4,1,1,34,12,7,4
W,ESP,R,CRO,R,162,30,23,175,20,104,6,0,1,1,18,8,5,1,0,0,20,5,2,5
W,FRA,R,ITA,R,173,28,34,164,31,75,2,6,0,1,28,12,3,4,0,1,26,10,1,4
W,FRA,R,FRA,R,175,32,74,178,24,240,3,6,0,1,27,10,7,2,0,3,42,14,10,6
W,ESP,U,SLO,R,188,26,219,173,27,121,6,3,3,1,29,14,7,4,1,1,25,10,6,2
W,DEN,R,USA,R,177,28,2,175,24,42,7,6,3,2,33,14,7,2,0,1,34,13,4,4
W,ROU,R,USA,L,168,27,1,170,22,72,6,3,1,0,23,11,5,1,1,1,32,10,5,6
W,GER,R,USA,R,180,31,107,168,33,202,6,0,1,3,35,16,6,2,1,2,27,9,5,3
W,AUS,R,USA,L,165,24,25,173,23,73,5,7,1,3,34,10,8,5,0,4,39,15,4,7
W,BEL,U,GBR,R,178,23,16,170,26,80,6,3,1,3,31,9,6,3,1,3,33,8,4,6
W,GER,L,ROU,R,173,30,12,173,26,66,6,2,0,3,23,9,5,3,1,1,23,9,1,4
W,NED,R,BLR,R,182,26,22,175,24,55,6,4,5,1,31,14,7,1,1,1,27,12,5,2
W,ROU,R,CHN,R,181,28,40,178,29,27,6,3,0,3,34,12,7,4,0,2,47,18,5,10
W,FRA,R,CHN,R,178,25,7,173,32,41,6,4,1,1,27,14,4,2,1,1,24,10,6,3
W,ESP,R,FRA,U,182,25,3,170,21,257,6,4,2,1,27,11,6,2,1,1,32,9,7,4
W,AUS,R,RUS,R,172,34,90,177,27,28,6,2,2,5,35,17,4,4,0,3,38,13,6,6
W,SVK,R,SUI,R,180,30,18,175,21,71,6,2,1,2,34,14,6,4,0,2,42,15,6,6
W,UKR,R,USA,R,174,29,39,185,26,15,3,6,0,1,24,11,4,2,2,0,25,10,4,4
W,GER,R,BEL,R,180,30,11,178,24,46,7,5,0,1,40,17,9,3,1,2,44,20,7,5
W,USA,R,AUS,R,175,37,451,165,22,17,3,6,3,1,26,12,5,1,1,1,27,11,7,1
W,RUS,R,CRO,R,188,31,30,178,22,50,7,5,2,3,37,12,9,7,2,4,43,13,9,6
W,CZE,R,CZE,L,184,26,6,177,31,53,3,6,4,1,29,14,4,2,0,2,26,12,4,2
W,CZE,R,UKR,R,175,22,54,170,24,67,6,7,1,1,30,11,5,3,1,1,33,12,3,6
W,CZE,R,RUS,L,164,32,26,178,30,69,6,4,1,3,23,11,5,2,1,2,31,10,5,4
W,KAZ,R,USA,R,163,23,98,178,23,86,6,4,0,2,25,11,5,1,2,2,35,11,7,4
W,CHN,R,CRO,R,173,26,85,181,27,35,6,1,2,0,22,10,5,1,1,1,21,6,3,4
W,USA,R,USA,U,178,23,13,178,20,125,6,4,2,2,27,11,7,3,1,2,32,9,7,5
W,JPN,R,KAZ,R,180,21,20,173,25,51,6,4,2,2,30,16,6,1,1,2,41,19,5,6
W,ROU,L,SWE,R,175,30,33,173,23,97,6,1,0,1,22,11,4,3,2,2,28,10,3,6
W,UKR,R,SVK,R,174,24,4,180,20,87,6,3,2,1,34,15,7,3,2,4,35,10,8,5
W,CZE,L,ESP,R,183,28,8,166,26,91,6,0,1,2,24,10,6,1,1,2,27,9,3,6
W,EST,R,ROU,R,175,22,24,173,29,159,7,5,2,2,34,13,7,4,0,0,35,15,4,5
W,ITA,R,COL,R,168,26,57,170,29,112,6,0,0,4,33,14,8,4,0,3,34,11,6,7
W,USA,R,POL,R,170,25,10,170,20,136,6,2,1,0,20,11,6,0,2,2,29,10,4,4
W,RUS,R,BEL,R,170,21,14,165,32,65,6,3,0,2,28,15,4,4,1,1,36,11,7,7
W,GRE,R,ESP,R,173,23,38,162,30,23,7,5,2,1,35,15,6,3,0,1,27,8,6,4
W,FRA,R,FRA,R,175,32,74,173,28,34,6,7,0,3,49,17,11,9,0,1,33,14,6,4
W,DEN,R,ESP,U,177,28,2,188,26,219,6,1,0,1,20,10,5,0,0,0,19,6,2,4
W,ROU,R,GER,R,168,27,1,180,31,107,7,5,1,2,27,10,7,1,0,2,32,13,2,6
W,BEL,U,AUS,R,178,23,16,165,24,25,6,3,0,1,20,11,3,1,1,5,28,11,2,6
W,GER,L,NED,R,173,30,12,182,26,22,7,6,0,1,41,18,7,4,1,1,48,17,9,6
W,FRA,R,ROU,R,178,25,7,181,28,40,6,1,0,0,21,11,4,1,0,5,38,12,6,6
W,ESP,R,AUS,R,182,25,3,172,34,90,6,0,1,1,18,7,6,1,1,1,23,5,5,5
W,UKR,R,SVK,R,174,29,39,180,30,18,6,2,0,1,22,12,4,2,2,1,24,8,3,3
W,USA,R,GER,R,175,37,451,180,30,11,6,3,2,2,28,15,5,1,6,1,33,14,5,6
W,RUS,R,CZE,R,188,31,30,184,26,6,6,2,2,3,23,12,3,1,1,2,24,8,3,5
W,CZE,R,CZE,R,164,32,26,175,22,54,6,2,1,0,29,12,7,1,0,1,26,9,5,4
W,KAZ,R,CHN,R,163,23,98,173,26,85,1,6,0,1,32,14,4,3,0,1,32,12,5,4
W,USA,R,JPN,R,178,23,13,180,21,20,6,1,2,1,33,16,6,3,1,2,36,10,9,4
W,ROU,L,UKR,R,175,30,33,174,24,4,6,3,2,2,34,15,6,4,1,1,41,12,10,5
W,EST,R,CZE,L,175,22,24,183,28,8,7,6,3,3,49,22,6,5,1,5,48,17,8,7
W,USA,R,ITA,R,170,25,10,168,26,57,4,6,1,0,31,14,4,3,2,2,40,15,4,6
W,RUS,R,GRE,R,170,21,14,173,23,38,6,1,0,2,21,6,2,3,0,1,27,6,5,6
W,DEN,R,FRA,R,177,28,2,175,32,74,6,0,0,1,27,13,4,3,1,1,21,6,3,4
W,ROU,R,BEL,U,168,27,1,178,23,16,6,2,1,1,20,10,4,1,1,2,29,8,4,5
W,GER,L,FRA,R,173,30,12,178,25,7,6,2,0,1,21,11,4,1,1,1,32,11,5,6
W,ESP,R,UKR,R,182,25,3,174,29,39,2,0,0,1,4,2,0,0,0,0,3,1,0,1
W,KAZ,R,CZE,R,163,23,98,164,32,26,6,4,1,0,26,11,5,1,1,1,28,9,5,5
W,USA,R,ROU,L,178,23,13,175,30,33,6,1,2,0,28,12,7,1,0,3,25,9,4,2
W,USA,R,EST,R,170,25,10,175,22,24,6,2,0,0,19,12,2,0,0,2,24,9,2,4
W,RUS,R,DEN,R,170,21,14,177,28,2,7,6,1,3,36,19,2,4,0,1,39,16,6,5
W,ROU,R,GER,L,168,27,1,173,30,12,6,7,0,1,31,13,5,4,1,1,34,11,6,6
W,ESP,R,RUS,R,182,25,3,188,31,30,6,2,1,1,19,9,3,1,1,3,29,10,3,6
W,USA,R,KAZ,R,178,23,13,163,23,98,7,6,2,0,32,16,8,1,0,1,33,17,5,2
W,USA,R,RUS,R,170,25,10,170,21,14,6,3,0,0,26,14,4,1,0,1,28,10,3,4
W,ROU,R,ESP,R,168,27,1,182,25,3,6,1,1,2,32,11,7,4,1,1,31,9,5,5
W,USA,R,USA,R,170,25,10,178,23,13,6,4,0,1,28,14,7,2,4,1,34,16,5,4
W,ROU,R,USA,R,168,27,1,170,25,10,3,6,0,0,26,12,3,2,0,0,27,11,3,2
L,SVK,R,USA,R,180,28,77,175,35,1,2,6,2,3,22,6,3,6,2,1,16,11,3,2
L,CZE,L,BRA,R,183,24,109,168,28,81,5,7,5,1,36,14,7,3,1,1,40,20,5,4
L,USA,R,HUN,R,188,21,106,179,23,45,4,6,1,0,25,9,3,4,1,3,22,13,4,1
L,ITA,R,FRA,R,166,36,95,184,23,30,2,6,0,3,36,10,6,8,1,0,25,12,5,1
L,ROU,R,UKR,R,176,26,97,174,22,20,1,6,1,1,24,8,3,5,1,2,26,14,3,1
L,FRA,R,USA,L,165,23,157,170,20,172,2,6,1,2,25,6,7,5,2,1,19,10,5,1
L,CZE,R,JPN,R,180,23,70,155,24,91,7,5,0,1,26,9,4,2,1,1,24,9,5,2
L,FRA,R,SRB,R,183,20,148,183,29,16,0,6,1,3,30,8,7,5,3,2,30,14,5,3
L,CZE,R,ESP,R,175,20,104,162,28,14,2,6,0,1,35,12,7,7,0,0,26,11,6,2
L,FRA,R,CHN,R,170,18,311,173,24,74,0,6,0,1,21,5,2,4,3,1,20,12,2,2
L,RUS,R,CRO,R,168,26,237,175,18,76,2,6,1,2,30,10,5,4,2,1,22,12,5,0
L,CHN,R,SVK,R,170,22,85,161,27,25,3,6,1,3,25,8,5,5,0,1,30,11,7,2
L,GBR,L,GER,R,180,22,329,180,29,31,2,6,1,2,27,6,5,6,3,4,36,15,6,4
L,CAN,R,KAZ,R,175,29,514,163,21,60,1,6,0,2,22,6,2,5,1,0,21,11,4,1
L,USA,R,LAT,U,163,21,165,170,26,87,2,6,1,0,25,8,5,4,1,1,29,13,6,2
L,BLR,R,ITA,R,180,27,5,180,29,118,3,6,0,3,29,11,2,5,2,1,29,13,3,2
L,GER,L,NED,R,173,28,3,182,24,58,2,6,0,0,25,10,5,3,1,1,26,12,4,2
L,FRA,R,ITA,R,173,26,156,168,24,44,3,6,0,0,33,12,2,6,1,1,26,10,6,4
L,TUR,R,FRA,R,175,20,171,173,33,184,6,4,0,2,24,9,2,4,1,1,26,12,3,2
L,GER,R,RUS,R,175,22,48,170,19,32,1,6,2,0,30,10,6,5,1,1,26,9,6,2
L,GBR,R,GER,R,180,25,21,180,28,57,2,6,1,1,25,10,4,4,1,1,24,12,7,0
L,BLR,R,PUR,R,182,28,105,170,23,53,5,7,0,1,27,14,4,2,5,2,35,18,7,2
L,AUS,R,COL,R,165,22,46,170,27,75,7,5,0,0,38,16,4,5,1,2,32,14,4,4
L,CRO,R,USA,R,178,20,96,178,21,17,3,6,0,5,34,12,4,6,2,1,23,12,4,2
L,EST,R,USA,R,175,20,82,185,36,11,6,7,1,2,45,20,6,4,2,2,45,21,6,2
L,USA,R,USA,R,157,23,113,175,20,78,2,6,0,1,34,11,5,5,0,1,41,14,7,6
L,BEL,R,FRA,R,165,30,61,173,26,50,1,6,0,1,20,2,4,5,1,1,20,9,4,2
L,SRB,R,GER,R,177,31,26,173,29,111,3,6,1,1,34,12,7,4,1,1,33,11,8,2
L,ROU,R,FRA,R,168,29,35,175,30,88,2,6,0,2,36,12,4,9,1,2,44,16,8,7
L,GER,R,USA,R,185,26,66,163,26,63,4,6,2,1,25,10,5,3,0,3,36,12,8,4
L,GER,R,CAN,R,168,28,37,178,22,47,2,6,0,3,31,12,4,7,0,0,21,12,3,1
L,ESP,R,SUI,R,170,29,126,170,27,9,3,6,0,0,29,11,2,6,1,2,27,14,2,2
L,ITA,R,UKR,R,163,33,7,175,30,65,1,6,1,1,27,8,3,6,1,4,26,11,6,3
L,UKR,R,GER,R,175,23,141,170,22,39,1,6,0,5,36,12,4,9,0,1,24,9,6,2
L,GBR,R,USA,R,188,26,79,185,24,43,4,6,1,1,31,14,3,4,2,2,31,10,7,3
L,USA,R,ROU,R,168,31,86,181,26,28,7,5,1,2,34,14,6,4,1,1,28,11,8,2
L,CZE,R,USA,R,184,24,19,175,24,108,6,3,4,1,26,11,4,3,1,1,27,11,5,2
L,USA,R,RUS,R,168,26,68,176,30,49,2,6,1,1,30,10,3,7,2,2,30,12,4,3
L,ESP,R,TPE,R,166,24,92,169,30,80,6,7,1,1,38,14,5,7,0,1,28,13,4,3
L,MNE,R,CZE,L,170,22,59,183,26,12,2,6,2,1,30,11,6,5,1,3,33,14,6,4
L,KAZ,R,RUS,R,180,29,89,174,31,15,6,4,1,2,30,12,4,3,0,1,31,15,5,3
L,USA,R,GBR,R,168,23,72,170,24,56,7,5,0,1,35,12,5,5,1,1,32,11,8,4
L,BLR,R,TUR,R,175,22,98,173,27,83,7,5,2,0,37,13,8,5,1,1,41,19,6,3
L,ESP,R,RUS,R,175,20,190,177,25,27,2,6,1,5,31,7,5,5,0,0,18,9,4,1
L,USA,L,RUS,L,180,30,64,178,28,29,7,5,2,2,39,15,5,7,0,1,27,10,5,2
L,ROU,R,BEL,R,173,27,127,182,27,54,1,6,0,0,24,6,3,6,1,1,30,14,4,3
L,USA,R,FRA,R,170,24,67,175,25,203,7,6,0,2,30,10,2,6,0,2,29,10,5,3
L,SVK,R,ESP,R,175,22,38,182,23,4,6,3,0,1,31,12,5,4,1,3,39,16,6,7
L,JPN,R,ROU,R,163,21,71,168,25,6,2,6,0,1,17,2,2,4,0,1,21,10,4,2
L,GER,R,KAZ,R,175,21,100,173,23,90,6,2,1,1,30,13,2,4,0,0,28,15,1,3
L,SVK,R,CRO,R,181,33,170,180,34,52,1,6,1,1,23,7,4,5,1,2,27,13,5,2
L,LAT,R,JPN,R,178,19,36,180,19,101,4,6,1,4,41,14,7,4,3,0,40,15,9,5
L,JPN,L,AUS,R,159,25,42,172,32,24,2,6,1,0,26,7,6,3,3,2,32,14,5,3
L,KAZ,R,CHN,R,183,31,492,178,27,69,5,7,1,1,35,10,6,6,0,2,36,17,4,5
L,USA,R,SUI,R,175,26,93,170,24,130,2,6,1,2,22,8,2,4,0,2,30,10,4,5
L,RUS,R,CZE,L,170,26,225,177,29,13,0,6,0,5,28,8,3,7,3,3,18,10,3,1
L,ITA,R,BUL,R,164,29,18,180,29,102,3,6,0,0,24,10,2,5,1,2,32,14,6,2
L,POL,R,SWE,R,170,24,84,174,28,62,3,6,0,0,32,13,3,4,0,0,40,18,5,8
L,GER,R,PAR,R,178,27,51,163,24,161,2,6,2,2,28,6,8,5,1,0,21,13,3,0
L,RUS,R,USA,R,183,22,55,170,23,22,4,6,1,1,31,14,3,5,1,0,38,17,6,4
L,CZE,R,CZE,R,177,31,146,164,30,33,4,6,2,1,35,11,7,6,1,1,39,18,5,6
L,ESP,R,SLO,R,163,35,112,182,25,94,4,6,0,2,38,15,6,6,0,2,39,18,5,6
L,UKR,R,FRA,R,174,27,41,178,23,40,3,6,0,3,41,16,6,6,3,1,32,15,6,2
L,SRB,R,POL,R,175,24,120,170,27,2,0,6,0,1,25,9,2,5,1,1,29,15,4,2
L,BRA,R,USA,R,168,28,81,175,35,1,2,6,1,0,31,11,3,6,3,1,18,11,3,1
L,HUN,R,FRA,R,179,23,45,184,23,30,4,6,1,0,26,7,6,3,1,2,32,14,7,2
L,USA,L,UKR,R,170,20,172,174,22,20,3,6,1,2,23,7,3,5,1,2,28,13,6,3
L,JPN,R,SRB,R,155,24,91,183,29,16,5,7,1,0,35,13,6,8,2,1,30,13,7,2
L,CHN,R,ESP,R,173,24,74,162,28,14,1,6,1,1,31,10,5,6,1,1,23,10,7,1
L,CRO,R,SVK,R,175,18,76,161,27,25,4,6,1,4,29,8,5,6,1,3,24,10,2,3
L,GER,R,KAZ,R,180,29,31,163,21,60,2,6,0,2,33,11,4,7,1,1,33,14,5,5
L,LAT,U,ITA,R,170,26,87,180,29,118,3,6,1,2,32,12,7,3,1,0,35,16,9,2
L,ITA,R,NED,R,168,24,44,182,24,58,4,6,0,2,32,10,5,6,3,0,23,12,4,2
L,FRA,R,RUS,R,173,33,184,170,19,32,6,3,2,1,30,10,4,3,0,0,23,9,5,2
L,GER,R,PUR,R,180,28,57,170,23,53,5,7,4,2,44,20,8,6,1,1,41,20,7,2
L,COL,R,USA,R,170,27,75,178,21,17,3,6,1,2,33,10,7,5,1,0,27,13,6,2
L,USA,R,USA,R,175,20,78,185,36,11,2,6,0,2,22,6,5,4,2,0,21,12,5,0
L,GER,R,FRA,R,173,29,111,173,26,50,3,6,0,0,33,10,7,3,0,1,34,14,6,4
L,USA,R,FRA,R,163,26,63,175,30,88,3,6,0,1,27,11,3,3,1,1,21,10,7,1
L,CAN,R,SUI,R,178,22,47,170,27,9,4,6,0,1,29,10,5,4,1,1,32,16,3,5
L,UKR,R,GER,R,175,30,65,170,22,39,6,4,1,2,33,14,1,6,1,1,30,13,2,4
L,USA,R,ROU,R,185,24,43,181,26,28,7,6,3,1,51,18,13,5,1,4,45,21,7,4
L,RUS,R,USA,R,176,30,49,175,24,108,4,6,2,1,28,10,3,5,3,0,36,15,6,4
L,TPE,R,CZE,L,169,30,80,183,26,12,4,6,1,1,26,8,5,3,2,3,28,13,7,2
L,GBR,R,RUS,R,170,24,56,174,31,15,1,6,0,1,26,7,4,4,0,2,27,12,4,4
