y_win,p_ioc,p_hand,o_ioc,o_hand,p_ht,p_age,p_rank,o_ht,o_age,o_rank,p_set_1,o_set_1,p_ace,p_df,p_svpt,p_1stWon,p_2ndWon,p_bpFaced,o_ace,o_df,o_svpt,o_1stWon,o_2ndWon,o_bpFaced
W,RUS,L,CZE,L,178,28,35,183,26,10,7,5,0,3,45,22,7,4,2,3,43,18,8,3
W,CZE,R,RUS,R,164,30,26,170,27,102,6,4,1,2,23,10,5,2,0,3,29,9,4,6
W,RUS,R,GER,R,176,30,50,180,29,38,7,5,2,1,34,14,8,3,2,2,35,15,4,5
W,USA,R,SUI,R,180,25,225,175,19,13,6,4,0,0,10,5,2,1,1,1,13,7,1,2
W,ROU,R,ITA,R,168,25,5,166,36,111,6,1,0,1,26,14,3,3,1,2,27,7,4,4
W,NED,R,GER,R,182,25,28,185,26,68,6,4,1,1,29,13,7,3,2,1,35,13,6,5
W,FRA,R,ITA,R,173,26,61,164,29,21,7,6,3,3,50,20,7,5,0,1,44,20,1,5
W,USA,R,BEL,R,178,21,9,165,30,51,6,4,2,1,34,15,6,3,0,0,29,8,8,3
W,JPN,L,CZE,R,159,25,49,184,24,17,7,6,2,1,32,17,5,2,7,2,41,20,5,6
W,GER,R,RUS,U,175,22,57,173,22,223,6,4,3,1,36,17,7,2,1,2,42,14,9,5
W,GER,R,JPN,R,175,21,109,155,24,93,6,3,3,1,29,16,4,2,1,3,27,9,4,4
W,GER,L,USA,L,173,28,4,180,30,64,6,1,2,0,24,14,5,1,2,2,24,12,3,3
W,USA,R,GRE,R,185,36,8,173,21,115,7,5,1,3,38,16,6,6,1,1,33,14,5,4
W,RUS,R,ESP,R,170,19,33,166,24,87,7,6,3,2,37,17,6,3,2,2,34,13,6,4
W,NZL,R,SRB,R,174,28,153,177,31,24,4,6,3,1,35,18,3,5,2,0,35,15,5,2
W,ESP,R,CZE,R,162,28,12,180,23,82,3,6,1,1,24,11,5,2,1,3,31,13,5,5
W,GER,R,AUS,R,178,27,81,172,32,16,6,4,6,0,21,11,6,1,1,4,36,15,4,6
W,KAZ,R,UKR,R,180,29,96,174,22,20,6,2,2,0,29,13,6,3,1,1,33,16,3,3
W,CZE,L,USA,R,177,29,29,188,21,106,6,3,2,1,25,16,5,0,3,4,41,17,7,4
W,SVK,R,ESP,R,168,23,124,182,23,2,6,3,2,2,27,7,11,2,1,2,22,10,2,2
W,USA,R,GER,R,175,35,1,170,22,43,6,3,4,1,20,13,3,1,0,1,22,7,2,4
W,RUS,R,USA,R,174,31,14,170,23,22,6,7,1,1,38,14,8,4,0,1,38,16,6,5
W,RUS,R,SUI,R,177,25,23,170,27,11,6,3,1,0,29,18,3,2,0,2,32,11,6,4
W,USA,R,ITA,R,185,25,30,163,33,7,6,3,2,1,26,12,7,1,1,2,28,12,4,3
W,POL,R,CZE,R,170,27,3,175,20,114,6,3,1,1,23,11,6,1,1,1,26,9,5,4
W,SVK,R,CAN,R,161,27,18,178,22,48,6,4,0,2,36,18,5,2,1,1,31,14,5,5
W,RUS,L,CZE,R,178,28,35,164,30,26,6,4,2,0,29,10,7,3,1,1,32,8,7,5
W,RUS,R,USA,R,176,30,50,180,25,225,7,5,6,2,48,15,13,6,1,2,39,18,3,5
W,ROU,R,NED,R,168,25,5,182,25,28,6,4,1,0,27,14,4,3,1,1,29,11,4,3
W,USA,R,FRA,R,178,21,9,173,26,61,6,4,2,2,36,16,4,5,0,1,28,10,3,4
W,JPN,L,GER,R,159,25,49,175,22,57,7,6,0,1,49,21,11,4,4,2,31,15,5,2
W,GER,L,GER,R,173,28,4,175,21,109,7,6,1,1,34,16,5,3,1,4,44,15,6,6
W,USA,R,RUS,R,185,36,8,170,19,33,7,5,1,3,41,18,7,3,1,2,40,16,7,5
W,ESP,R,NZL,R,162,28,12,174,28,153,6,2,1,1,24,12,3,2,0,1,27,9,3,6
W,KAZ,R,GER,R,180,29,96,178,27,81,7,6,2,3,32,15,7,1,2,4,31,11,5,4
W,CZE,L,SVK,R,177,29,29,168,23,124,4,6,3,2,41,18,9,4,1,2,46,18,8,5
W,USA,R,RUS,R,175,35,1,174,31,14,7,5,7,1,28,14,5,3,0,3,28,8,4,5
W,RUS,R,USA,R,177,25,23,185,25,30,6,3,1,0,28,14,5,5,2,2,28,7,7,5
W,SVK,R,POL,R,161,27,18,170,27,3,6,3,0,0,39,16,6,3,1,1,45,15,8,7
W,RUS,R,RUS,L,176,30,50,178,28,35,5,7,2,1,37,18,6,3,1,2,40,18,5,5
W,ROU,R,USA,R,168,25,5,178,21,9,6,7,1,1,36,18,6,3,1,1,32,13,7,3
W,GER,L,JPN,L,173,28,4,159,25,49,6,3,1,1,28,11,7,1,1,2,29,12,3,5
W,USA,R,ESP,R,185,36,8,162,28,12,7,6,0,1,37,13,9,5,0,1,33,14,4,3
W,KAZ,R,CZE,L,180,29,96,177,29,29,6,2,4,1,26,15,4,0,2,3,41,17,7,7
W,USA,R,RUS,R,175,35,1,177,25,23,6,4,6,3,29,18,3,0,2,1,31,15,4,1
W,RUS,R,SVK,R,176,30,50,161,27,18,6,2,2,1,24,13,4,0,1,2,34,12,5,7
W,GER,L,ROU,R,173,28,4,168,25,5,7,5,1,1,33,14,4,4,1,2,36,13,4,6
W,USA,R,KAZ,R,185,36,8,180,29,96,7,6,2,1,35,18,5,3,2,2,42,16,8,6
W,USA,R,RUS,R,175,35,1,176,30,50,6,2,6,0,16,12,3,0,2,1,22,7,3,5
W,GER,L,USA,R,173,28,4,185,36,8,6,4,1,2,26,14,2,3,2,1,35,13,6,6
W,USA,R,GER,L,175,35,1,173,28,4,7,5,7,2,33,19,5,1,0,1,33,13,8,3
W,GER,L,USA,R,173,29,1,163,27,247,6,4,0,1,28,13,7,2,1,1,35,14,6,6
W,BEL,R,JPN,L,165,31,88,159,26,57,6,4,1,1,32,16,3,3,0,1,28,9,4,5
W,USA,R,USA,R,175,25,70,180,26,81,6,3,3,1,34,15,6,2,1,3,31,13,6,4
W,CZE,L,FRA,R,177,30,34,183,21,49,6,2,4,1,23,13,4,0,1,3,21,4,6,3
W,ROU,R,NED,R,176,27,63,182,26,24,7,6,0,1,38,14,11,5,1,2,49,22,6,5
W,USA,R,POL,R,168,32,103,170,25,78,1,6,1,1,25,10,5,3,0,1,26,9,5,2
W,BEL,R,UKR,R,182,28,96,175,31,112,6,2,2,3,36,15,9,3,1,3,31,12,6,4
W,ESP,R,RUS,U,182,24,15,173,23,75,6,2,1,0,27,15,3,1,2,2,24,8,4,4
W,POL,R,SRB,R,170,28,10,177,32,67,7,6,2,0,33,14,8,2,1,3,29,11,3,4
W,USA,R,GBR,R,170,25,60,180,21,238,3,6,1,3,33,13,7,3,2,1,29,11,5,3
W,SVK,R,CAN,R,163,27,105,170,17,188,6,4,0,0,26,11,5,3,1,3,32,10,5,5
W,SUI,R,PUR,R,170,28,20,170,24,69,6,1,2,1,16,9,5,0,1,1,21,6,5,2
W,USA,L,USA,R,180,31,68,157,24,26,6,4,1,1,27,12,5,2,1,3,32,14,3,6
W,SLO,R,GER,R,182,26,265,170,23,84,6,2,4,0,24,9,8,1,0,2,23,6,4,3
W,RUS,L,BEL,R,178,29,47,178,23,98,6,3,1,2,24,11,6,0,1,1,23,8,4,4
W,RUS,R,TUN,R,174,32,8,168,23,106,6,3,1,0,28,14,6,1,2,1,32,12,6,5
W,CZE,R,RUS,R,184,25,3,170,28,80,6,1,5,2,28,13,6,1,0,1,33,16,2,6
W,SVK,R,ROU,R,180,29,87,168,30,51,6,4,1,0,28,9,9,3,0,1,31,13,2,6
W,UKR,R,GER,R,174,28,35,180,29,45,6,7,1,2,43,19,5,5,3,1,40,18,5,4
W,SUI,R,CHN,R,170,25,73,178,28,31,6,3,1,2,32,10,6,3,1,1,34,11,4,7
W,CRO,R,AUS,R,181,26,135,165,23,21,6,4,1,0,36,17,6,2,3,3,41,19,7,3
W,CZE,R,JPN,R,180,24,107,163,23,77,7,6,0,1,26,13,4,2,1,1,41,20,3,6
W,KAZ,R,CHN,L,173,24,130,173,27,122,6,3,1,3,34,17,3,4,0,1,26,8,4,3
W,RUS,R,RUS,R,168,28,166,177,26,17,3,6,1,2,43,18,7,4,1,1,36,19,3,3
W,FRA,R,FRA,R,184,24,14,175,31,83,6,1,6,3,27,13,7,3,2,2,28,11,4,4
W,USA,R,USA,R,175,27,46,170,24,336,6,2,0,2,31,15,5,2,1,0,26,9,5,5
W,GER,R,RUS,R,173,30,74,175,16,300,6,3,2,1,14,5,2,2,0,0,14,3,3,3
W,USA,R,GER,R,185,26,25,185,27,48,7,5,1,4,31,13,6,2,2,4,43,16,5,8
W,RUS,R,CHN,R,170,20,30,170,23,71,6,2,1,1,26,11,6,2,1,1,32,10,6,5
W,EST,R,ESP,R,175,22,38,166,25,52,6,2,2,2,35,15,5,6,1,2,26,8,3,4
W,BUL,R,ITA,R,180,30,131,164,30,76,6,1,2,0,28,10,9,2,0,1,28,12,2,4
W,DEN,R,HUN,R,177,27,6,179,24,42,6,4,1,0,24,13,3,1,1,1,24,11,3,3
W,SVK,R,GER,R,161,28,9,180,30,90,6,3,0,0,39,11,6,8,0,3,35,11,4,8
W,USA,R,MNE,R,178,22,93,170,23,125,6,3,2,1,22,12,5,1,2,3,26,9,5,4
W,ROU,R,GBR,R,181,27,64,188,27,109,6,4,1,1,30,13,8,1,2,3,26,13,3,2
W,CRO,R,GER,R,175,20,29,178,28,127,6,1,1,1,21,11,5,1,1,1,29,8,6,5
W,CZE,R,PAR,R,164,31,23,163,25,85,6,3,2,2,25,10,6,3,0,3,36,13,4,7
W,JPN,R,ESP,R,180,20,59,175,21,100,6,3,2,1,46,22,8,4,0,4,36,14,8,2
W,CHN,R,TPE,R,173,25,55,168,26,111,6,3,1,1,32,16,6,3,1,2,25,7,8,4
W,USA,R,BEL,U,185,37,11,178,22,54,7,6,1,2,40,21,5,4,2,5,47,20,7,7
W,LAT,R,BLR,R,178,20,13,175,23,89,6,0,0,1,24,8,5,4,1,2,19,6,3,3
W,CAN,R,JPN,R,178,20,142,155,26,94,6,2,2,1,29,10,7,2,0,1,39,13,6,8
W,ITA,R,FRA,R,168,26,86,173,27,41,5,7,1,3,35,13,6,6,0,2,35,12,6,5
W,USA,R,JPN,R,178,22,18,163,23,92,6,4,2,1,24,9,7,2,1,1,28,10,4,4
W,GER,R,CRO,R,175,22,65,180,35,28,6,3,1,2,40,18,6,5,2,3,37,13,8,4
W,BLR,U,RUS,L,183,19,136,168,22,110,6,3,2,1,35,13,11,2,2,2,27,14,5,2
W,ITA,R,LUX,R,166,37,72,180,32,82,6,1,1,1,16,7,8,0,1,0,28,11,2,6
W,UKR,R,AUS,R,174,23,5,165,21,56,7,5,3,3,52,20,12,6,3,2,45,18,9,3
W,GBR,R,TPE,R,180,26,7,169,31,113,6,2,1,0,24,11,6,1,0,2,26,6,6,6
W,CRO,R,RUS,U,178,21,58,185,20,66,6,7,1,1,30,12,8,1,1,1,33,14,5,4
W,GRE,R,CZE,R,173,22,101,175,21,39,6,3,4,2,29,16,4,2,1,2,23,6,6,3
W,CZE,L,ITA,R,183,25,44,163,34,33,7,6,5,1,33,16,6,1,1,0,31,12,7,3
W,FRA,R,SVK,R,178,24,22,168,24,91,6,1,4,1,23,12,4,0,0,3,23,8,2,6
W,ROU,R,CHN,R,173,25,115,185,28,62,6,4,3,1,25,12,8,2,2,2,24,10,5,2
W,USA,R,NED,R,168,27,95,168,25,104,6,3,0,1,29,13,6,2,0,0,32,13,5,5
W,CZE,L,SWE,R,183,27,12,174,29,53,6,3,4,3,30,13,7,4,1,2,34,7,11,3
W,RUS,R,RUS,R,176,31,16,178,19,116,6,4,1,2,35,15,7,4,3,1,29,11,6,2
W,BLR,R,USA,R,180,28,683,170,18,40,3,6,0,1,23,11,3,2,0,1,30,11,4,5
W,GBR,R,UKR,R,170,25,102,175,24,119,6,1,3,2,36,17,8,3,4,2,34,14,6,4
W,LAT,U,KAZ,R,170,27,19,163,22,43,6,1,2,2,40,18,6,5,0,2,30,7,7,3
W,ESP,R,CAN,R,162,29,27,178,23,61,1,6,0,1,24,10,4,3,1,0,26,7,6,3
W,CHN,R,CZE,L,173,31,37,173,18,79,6,7,0,0,31,14,7,2,1,2,32,12,6,4
W,BRA,L,GBR,L,183,21,97,180,23,189,6,4,2,2,29,17,3,1,1,2,27,11,5,2
W,ROU,R,NZL,R,168,26,2,174,29,129,6,4,1,2,28,11,7,3,0,3,31,11,4,6
W,GER,L,BEL,R,173,29,1,165,31,88,7,5,0,2,45,21,5,4,1,1,35,14,6,4
W,USA,R,CZE,L,175,25,70,177,30,34,6,7,3,2,34,16,8,1,3,3,30,16,4,2
W,ROU,R,USA,R,176,27,63,168,32,103,4,6,0,2,31,11,6,6,0,1,28,11,5,3
W,ESP,R,BEL,R,182,24,15,182,28,96,6,2,3,0,29,15,5,2,3,0,31,13,5,3
W,POL,R,USA,R,170,28,10,170,25,60,5,7,2,1,34,16,6,3,2,1,40,16,8,5
W,SUI,R,SVK,R,170,28,20,163,27,105,6,1,2,1,15,8,4,0,0,1,24,6,3,5
W,SLO,R,USA,L,182,26,265,180,31,68,6,7,1,2,31,14,6,3,0,1,33,14,3,4
W,RUS,R,RUS,L,174,32,8,178,29,47,6,0,3,2,31,13,6,3,1,3,26,10,1,6
W,SVK,R,CZE,R,180,29,87,184,25,3,3,6,2,0,34,12,9,4,2,1,30,12,6,2
W,UKR,R,SUI,R,174,28,35,170,25,73,6,1,0,1,24,10,5,2,0,1,22,9,3,2
W,CRO,R,CZE,R,181,26,135,180,24,107,6,1,2,1,29,13,7,4,1,3,27,11,4,3
W,KAZ,R,RUS,R,173,24,130,168,28,166,6,4,2,1,44,20,4,5,0,3,42,14,7,6
W,USA,R,FRA,R,175,27,46,184,24,14,2,6,1,0,31,14,4,3,4,3,30,14,4,2
W,USA,R,GER,R,185,26,25,173,30,74,6,4,1,2,26,13,7,0,1,2,30,9,8,4
W,EST,R,RUS,R,175,22,38,170,20,30,6,3,4,0,23,16,3,1,1,3,31,11,6,3
W,DEN,R,BUL,R,177,27,6,180,30,131,6,3,2,0,28,14,5,3,1,2,33,11,6,4
W,SVK,R,USA,R,161,28,9,178,22,93,6,4,0,1,28,18,4,2,4,2,29,14,5,3
W,CRO,R,ROU,R,175,20,29,181,27,64,7,6,2,3,32,12,7,4,2,2,34,16,4,3
W,JPN,R,CZE,R,180,20,59,164,31,23,6,1,0,1,25,10,6,2,1,1,26,11,4,3
W,USA,R,CHN,R,185,37,11,173,25,55,4,6,2,2,29,15,4,3,1,1,33,13,7,5
W,LAT,R,CAN,R,178,20,13,178,20,142,4,6,1,1,33,11,8,3,2,2,34,13,5,5
W,ITA,R,USA,R,168,26,86,178,22,18,6,4,1,3,36,17,7,2,1,1,28,13,4,3
W,GER,R,BLR,U,175,22,65,183,19,136,7,6,1,2,32,14,6,2,2,2,33,15,5,3
W,UKR,R,ITA,R,174,23,5,166,37,72,6,3,2,1,21,8,7,1,1,3,18,5,3,5
W,GBR,R,CRO,R,180,26,7,178,21,58,7,6,4,1,41,21,7,2,4,2,45,20,9,5
W,GRE,R,CZE,L,173,22,101,183,25,44,6,7,1,1,36,16,8,5,3,1,36,14,8,2
W,FRA,R,ROU,R,178,24,22,173,25,115,6,4,1,0,30,14,7,2,2,2,34,10,10,4
W,USA,R,CZE,L,168,27,95,183,27,12,6,3,0,1,26,11,3,5,2,3,29,11,3,6
W,BLR,R,RUS,R,180,28,683,176,31,16,6,3,4,2,29,14,7,1,0,2,37,14,7,5
W,GBR,R,LAT,U,170,25,102,170,27,19,6,0,1,3,27,9,7,2,0,0,24,6,3,4
W,CHN,R,ESP,R,173,31,37,162,29,27,6,2,1,0,23,12,5,0,0,0,24,9,3,4
W,ROU,R,BRA,L,168,26,2,183,21,97,7,5,2,2,32,15,5,3,1,3,41,14,7,5
W,GER,L,USA,R,173,29,1,175,25,70,4,6,0,1,36,16,6,3,2,1,37,15,7,4
W,ESP,R,ROU,R,182,24,15,176,27,63,6,2,0,1,26,13,5,1,1,0,29,9,5,6
W,POL,R,SUI,R,170,28,10,170,28,20,3,6,0,0,31,15,3,3,0,1,25,9,4,4
W,RUS,R,SLO,R,174,32,8,182,26,265,6,4,0,1,27,14,5,1,1,2,23,9,3,3
W,SVK,R,UKR,R,180,29,87,174,28,35,6,2,2,0,27,12,5,3,1,2,28,10,1,5
W,CRO,R,KAZ,R,181,26,135,173,24,130,7,6,2,2,41,17,7,4,1,1,36,15,3,5
W,USA,R,USA,R,185,26,25,175,27,46,6,2,4,2,25,12,6,3,1,2,32,13,3,5
W,DEN,R,EST,R,177,27,6,175,22,38,3,6,0,2,31,15,4,3,1,2,34,14,5,3
W,CRO,R,SVK,R,175,20,29,161,28,9,7,6,2,1,34,13,7,4,2,1,42,17,6,5
W,USA,R,JPN,R,185,37,11,180,20,59,7,6,3,3,34,16,9,2,4,1,37,17,7,3
W,LAT,R,ITA,R,178,20,13,168,26,86,7,5,2,3,34,14,9,3,4,3,33,12,7,4
W,UKR,R,GER,R,174,23,5,175,22,65,6,1,2,1,26,12,5,2,1,3,33,12,4,6
W,GBR,R,GRE,R,180,26,7,173,22,101,6,4,2,1,23,12,6,2,2,1,34,11,8,4
W,FRA,R,USA,R,178,24,22,168,27,95,6,4,3,1,34,17,6,4,0,2,33,16,3,4
W,BLR,R,GBR,R,180,28,683,170,25,102,3,6,1,2,28,12,5,2,1,1,34,13,5,3
W,ROU,R,CHN,R,168,26,2,173,31,37,6,4,3,1,37,18,6,2,1,1,36,13,8,4
W,ESP,R,GER,L,182,24,15,173,29,1,4,6,2,0,34,14,7,3,1,1,33,15,5,3
W,RUS,R,POL,R,174,32,8,170,28,10,6,2,1,1,28,14,6,2,0,0,39,18,4,5
W,SVK,R,CRO,R,180,29,87,181,26,135,6,4,1,1,26,12,3,3,0,1,28,12,3,4
W,USA,R,DEN,R,185,26,25,177,27,6,7,6,4,2,25,16,4,1,2,1,29,11,5,5
W,USA,R,CRO,R,185,37,11,175,20,29,6,3,2,4,50,21,6,8,3,2,40,12,7,5
W,LAT,R,UKR,R,178,20,13,174,23,5,6,3,4,1,50,25,10,5,6,2,48,24,7,3
W,GBR,R,FRA,R,180,26,7,178,24,22,7,6,0,1,24,10,4,2,0,1,23,8,4,3
W,ROU,R,BLR,R,168,26,2,180,28,683,7,6,1,1,33,15,7,2,1,1,23,10,5,2
W,ESP,R,RUS,R,182,24,15,174,32,8,6,3,1,1,24,11,6,1,1,4,29,8,8,4
W,SVK,R,USA,R,180,29,87,185,26,25,6,3,4,2,31,16,5,1,1,1,28,12,5,2
W,USA,R,LAT,R,185,37,11,178,20,13,6,3,2,2,56,26,12,1,2,2,58,28,11,4
W,GBR,R,ROU,R,180,26,7,168,26,2,6,7,1,0,13,7,3,0,1,0,18,5,3,4
W,ESP,R,SVK,R,182,24,15,180,29,87,6,1,1,1,25,13,6,1,4,2,33,14,4,4
W,USA,R,GBR,R,185,37,11,180,26,7,6,4,1,1,28,15,4,2,2,3,31,14,3,4
W,ESP,R,USA,R,182,24,15,185,37,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0
W,ROU,R,JPN,R,168,27,1,155,27,100,6,2,1,1,28,14,5,2,0,1,33,12,6,5
W,CHN,R,CHN,R,170,24,126,173,26,70,6,3,0,2,28,12,5,2,0,1,32,11,5,4
W,ESP,R,ROU,R,166,26,88,173,26,59,6,1,0,2,33,15,5,2,1,1,35,12,8,5
W,TPE,R,RUS,R,169,32,48,177,27,29,6,4,0,0,36,16,5,4,1,1,33,14,5,6
W,GBR,R,RUS,U,180,27,24,185,21,103,7,5,3,2,43,18,11,3,2,5,40,17,8,3
W,SVK,R,FRA,R,161,29,33,173,28,44,7,6,0,2,33,15,7,2,0,4,37,14,5,5
W,USA,R,CZE,L,163,23,83,173,19,106,6,1,0,1,31,11,8,4,0,2,25,8,4,6
W,BEL,U,USA,R,178,23,15,175,25,41,6,3,3,1,26,11,7,4,1,3,27,10,4,3
W,LAT,R,GBR,R,178,21,12,178,23,212,6,3,3,3,48,19,9,5,1,2,36,13,7,4
W,BEL,R,GBR,R,165,32,45,170,26,111,6,4,3,2,41,16,8,4,1,2,39,13,7,6
W,USA,U,GRE,R,170,20,76,173,23,37,6,4,0,1,22,11,3,2,1,1,23,9,5,2
W,RUS,R,RUS,R,170,28,132,188,31,22,6,7,0,3,39,12,10,4,3,4,38,13,7,5
W,AUS,R,USA,U,165,24,25,178,20,109,6,2,0,2,24,14,3,0,3,2,29,10,6,3
W,AUS,R,CHN,R,172,34,86,173,32,40,6,4,2,0,30,13,7,1,1,2,32,15,4,4
W,USA,L,FRA,R,170,22,73,175,32,63,6,2,1,2,26,14,6,1,1,2,29,12,5,4
W,BLR,R,CZE,L,175,24,50,183,28,7,6,4,2,1,31,13,6,3,2,1,32,13,4,6
W,ESP,R,GBR,R,182,25,3,188,28,138,6,2,1,0,27,14,7,1,3,2,36,14,7,6
W,BEL,R,SLO,R,178,24,47,182,27,64,6,2,1,1,25,12,6,1,2,1,29,10,5,7
W,USA,R,UKR,R,178,23,74,170,24,67,6,2,2,2,31,11,10,2,0,3,30,13,3,2
W,EST,R,CZE,R,175,23,27,180,25,98,6,2,3,2,30,12,7,5,1,2,23,6,4,5
W,AUS,R,SUI,R,165,22,17,170,28,93,7,5,4,2,33,15,7,4,2,1,33,10,7,5
W,CAN,R,GBR,U,178,24,188,168,20,180,6,0,1,0,21,10,5,1,1,3,26,8,7,4
W,KAZ,R,POL,R,163,23,53,170,26,80,6,3,1,1,40,20,5,3,1,2,37,16,7,3
W,RUS,R,CRO,R,170,21,14,168,22,114,6,2,2,5,40,14,6,8,1,4,29,7,5,7
W,GER,L,RUS,R,173,30,10,172,34,142,7,5,3,3,34,16,5,5,1,1,31,11,5,3
W,USA,U,CRO,R,163,18,237,175,21,137,6,2,0,2,34,14,5,5,2,2,30,10,5,4
W,GBR,R,PAR,R,180,22,122,163,26,123,6,4,3,0,30,13,8,2,1,2,36,16,6,4
W,JPN,R,ROU,R,180,21,18,168,31,61,6,4,2,2,25,9,9,1,0,1,30,13,2,5
W,ESP,R,GER,R,162,30,26,175,23,81,6,2,1,1,26,11,8,1,2,3,31,11,6,3
W,ESP,R,EST,R,175,22,102,181,33,46,7,6,0,4,41,15,7,5,0,3,31,10,4,8
W,USA,R,COL,R,175,28,60,170,29,96,6,1,0,1,24,10,7,2,0,3,23,6,3,5
W,SUI,R,FRA,R,175,21,56,178,25,6,7,6,2,3,36,19,6,2,1,2,34,13,8,2
W,CZE,R,GBR,R,184,26,8,173,22,171,7,6,2,2,32,12,7,2,3,3,33,14,5,4
W,BLR,R,RUS,U,180,29,87,173,24,110,7,6,2,3,42,19,8,4,4,5,40,15,7,4
W,GBR,R,ROU,R,170,19,204,181,28,36,6,2,0,2,24,11,7,0,1,3,22,9,3,4
W,ROU,L,BLR,U,175,30,28,183,20,32,6,7,1,0,34,17,5,2,0,1,27,14,3,3
W,NED,R,CZE,U,182,27,20,175,23,717,6,3,5,3,28,13,6,3,1,1,28,11,5,3
W,RUS,R,CHN,R,178,20,107,170,24,84,6,7,1,5,36,11,6,7,0,2,36,11,5,6
W,ROU,R,CZE,L,173,29,141,183,26,77,6,4,0,1,28,12,5,4,2,2,27,10,6,2
W,USA,R,SWE,R,185,38,9,174,30,58,6,7,1,3,27,10,6,3,1,4,38,11,7,5
W,GER,R,PUR,R,180,30,13,170,25,72,6,4,8,3,41,20,7,2,1,2,49,22,7,7
W,BLR,R,USA,R,184,20,82,170,26,90,5,7,2,3,42,15,11,6,1,1,38,17,5,3
W,UKR,R,HUN,R,174,29,34,179,25,38,7,5,1,2,31,15,6,3,1,1,29,13,3,3
W,CZE,R,RUS,R,164,32,23,174,33,68,7,6,1,3,42,19,6,3,1,3,42,18,5,5
W,GER,R,CHN,R,180,31,95,178,29,31,6,4,0,3,34,11,7,4,1,2,28,9,6,4
W,BEL,R,GER,R,182,29,101,185,28,118,7,5,1,2,34,17,6,4,2,5,34,12,7,5
W,SWE,R,SVK,R,173,23,78,180,20,69,7,6,4,2,52,26,6,5,2,4,45,14,13,5
W,CRO,R,USA,R,178,22,55,170,25,4,6,1,0,5,23,10,4,2,1,1,34,10,5,9
W,GER,R,UKR,R,173,31,57,174,24,5,7,6,2,1,35,14,6,3,0,2,34,14,5,5
W,FRA,R,SVK,R,184,25,62,175,24,89,5,7,2,2,28,13,5,2,1,3,34,13,5,5
W,BUL,R,CZE,R,168,23,135,175,24,168,7,6,1,1,36,16,6,3,2,2,31,10,5,3
W,USA,R,NED,L,175,37,181,180,28,105,7,5,3,1,37,16,7,2,1,2,30,13,4,5
W,ROU,R,SVK,R,176,28,51,180,30,19,7,5,1,0,38,17,7,5,0,1,31,11,7,3
W,RUS,R,GER,R,170,29,120,185,22,128,3,6,0,2,37,17,4,4,1,1,28,12,5,2
W,THA,R,USA,L,168,25,91,173,24,71,4,6,1,2,26,11,5,1,1,3,27,11,4,4
W,USA,R,AUS,R,178,23,11,180,25,65,6,4,2,1,25,12,7,0,1,2,30,12,5,3
W,CZE,R,USA,R,175,22,42,185,27,16,6,7,4,1,42,18,9,2,2,4,46,15,11,4
W,TUN,R,SUI,R,168,24,130,170,26,99,2,6,2,1,27,8,7,3,1,2,29,11,5,3
W,USA,R,SRB,R,168,28,108,163,25,39,2,6,1,2,21,9,3,2,0,1,27,9,5,2
W,ITA,R,LAT,U,168,27,52,170,28,21,6,1,1,5,30,11,6,3,1,2,32,11,5,6
W,POL,R,ROU,U,170,29,30,173,21,195,6,3,1,0,41,18,6,5,0,4,38,15,6,5
W,CZE,L,UKR,R,177,31,66,175,32,79,6,4,3,2,28,16,5,1,2,3,32,14,6,2
W,RUS,L,CRO,R,178,30,35,181,27,43,7,6,1,2,30,14,4,3,4,1,31,11,8,3
W,DEN,R,USA,L,177,28,2,180,32,97,6,0,1,1,21,10,6,1,0,3,23,7,3,4
W,ROU,R,CHN,R,168,27,1,170,24,126,7,5,1,1,24,12,4,2,0,0,29,9,4,6
W,TPE,R,ESP,R,169,32,48,166,26,88,6,3,1,2,30,15,3,3,0,1,26,7,4,5
W,SVK,R,GBR,R,161,29,33,180,27,24,6,3,1,2,26,16,5,1,5,2,31,14,5,4
W,BEL,U,USA,R,178,23,15,163,23,83,6,1,1,0,24,10,6,3,0,1,24,7,4,4
W,LAT,R,BEL,R,178,21,12,165,32,45,6,1,1,2,21,10,5,1,1,1,29,12,2,4
W,RUS,R,USA,U,170,28,132,170,20,76,6,4,2,0,30,10,8,3,1,2,28,11,2,5
W,AUS,R,AUS,R,165,24,25,172,34,86,6,4,2,2,21,9,7,1,3,3,37,12,6,8
W,BLR,R,USA,L,175,24,50,170,22,73,6,0,3,1,23,11,3,2,2,0,37,12,5,9
W,BEL,R,ESP,R,178,24,47,182,25,3,5,7,1,1,29,12,5,3,1,1,27,9,4,4
W,EST,R,USA,R,175,23,27,178,23,74,6,2,3,2,42,19,5,5,1,2,39,10,10,6
W,AUS,R,CAN,R,165,22,17,178,24,188,6,4,5,3,40,19,7,3,3,1,34,14,7,4
W,RUS,R,KAZ,R,170,21,14,163,23,53,6,2,0,4,26,12,4,3,1,1,27,10,3,4
W,GER,L,USA,U,173,30,10,163,18,237,3,6,1,1,30,13,4,4,0,1,31,11,5,4
W,JPN,R,GBR,R,180,21,18,180,22,122,6,3,2,1,36,18,6,4,1,1,25,11,5,2
W,ESP,R,ESP,R,162,30,26,175,22,102,6,4,1,1,25,11,5,2,0,4,27,7,4,5
W,SUI,R,USA,R,175,21,56,175,28,60,1,6,2,2,39,17,5,5,3,3,37,18,4,4
W,CZE,R,BLR,R,184,26,8,180,29,87,6,3,1,1,27,15,5,0,1,1,30,14,4,4
